部分,考试类型,问题类型,问答对,筛选后三元组
高考学考,秋考,报名篇,问：考生7门高中学业水平合格考中有部分或1门没有合格，是否可以报考春考？答：可以报考，但需要特别注意的是，如在高考大报名后学业水平合格性考试补考未通过，考生将不能填报春考志愿。,"['(高中学业水平合格考, 未通过补考导致无法填报, 春季考试志愿)', '(学业水平合格性考试补考未通过, 导致无法, 填报春考志愿)']"
高考学考,秋考,报名篇,问：考生是上海户口，但是在外省市读高中，是否可以参加上海的春考并参与录取？（符合报考条件的本市户口外省市学籍应届高中毕业生是否要参加上海的合格考？）答：符合报考资格的本市户籍外省市学籍应届高中毕业生，其各科目的学业水平合格性考试成绩须经市教育考试院统一认定后方可视为有效，具体事项申请留意“上海招考热线”网站（www.shmeea.edu.cn）—首页—高考学考—高中学业考栏目内发布的“上海市普通高中学业水平合格性考试（2023年12月和2024年1月）报名问答”。,"['(本市户籍外省市学籍考生, 具有, 上海户口)', '(考生, 具有, 外省市学籍)', '(学业水平合格性考试成绩, 需经统一认定, 市教育考试院)']"
高考学考,秋考,报名篇,问：考生是否可以只报考秋考，不报考等级考试。后续只参加专科录取工作。答：可以。,"['(考生, 报考, 秋考)', '(考生, 不报考, 等级考试)', '(秋考, 允许参与, 专科录取工作)']"
高考学考,秋考,报名篇,问：考生在报名的时候发现自己无法勾选专科自主招生？答：请确认考生是否为中高职贯通、中本贯通、五年一贯制、新疆高中班、西藏高中班学生。此类考生无法报考专科自主招生。,"['(秋考, 包含, 报名篇)', '(中高职贯通等学生, 无法报考, 专科自主招生)', '(中高职贯通学生, 无法报考, 专科自主招生)', '(中本贯通, 无法报考, 专科自主招生)', '(五年一贯制, 无法报考, 专科自主招生)', '(新疆高中班, 无法报考, 专科自主招生)', '(西藏高中班学生, 无法报考, 专科自主招生)']"
高考学考,秋考,报名篇,问：中高职贯通、五年一贯制无法勾选？答：请确认考生是否在中招时被该类学制学校录取，如无法确定请考生或家长联系在读学校。,"['(高考学考-秋考-报名篇, 解答, 中高职贯通无法勾选问题)', '(高考学考-秋考-报名篇, 涉及, 五年一贯制)']"
高考学考,秋考,报名篇,问：报考艺考的操作重点是什么？答：,[]
高考学考,秋考,报名篇,问：为何选择无法选择艺术类统一考试或体育类统一考试？答：请先确认是否勾选秋季高考，只有勾选了秋考才可勾选艺体类考试。,"['(秋季高考, 简称, 秋考)', '(艺体类专业统考, 前提条件, 秋考)']"
高考学考,秋考,报名篇,问：考生已经勾选了一项大类的艺术考试。想修改成其他大类的艺术类考试无法操作？答：请先将之前勾选的艺术类考试取消，再更改成想要报考的艺术类考试类型。,"['(考生, 勾选, 大类的艺术考试)', '(考生, 需取消, 已勾选的艺术类考试)', '(考生, 需先取消后更改, 艺术类考试类型)']"
高考学考,秋考,报名篇,问：可以报考多个大类的艺术类考试吗？答：不可以。,[]
高考学考,秋考,报名篇,问：可以同时报考艺术类统考和体育类的统考吗？答：可以。,"['(秋考, 属于, 高考学考)', '(高考学考-秋考-报名篇, 属于, 高考学考-秋考)', '(艺术类统考, 可兼报, 体育类专业统考)', '(体育类专业统考, 属于, 秋考)']"
高考学考,秋考,报名篇,问：艺术类考生如何更改统考类别？答：艺术类考试报名后，须仔细核对报考类别，在报名系统开放时间内可修改报考信息（含统考类别、舞种、音乐的主项副项、器种、演唱类型等），一旦报名截止，不得修改和补报统考类别信息。按照勾选项目收费安排考场，无退费。,"['(报考信息, 包含, 统考类别)', '(报考信息, 包含, 舞种)', '(报考信息, 包含, 音乐的主项副项)', '(报考信息, 包含, 器种)', '(报考信息, 包含, 演唱类型)', '(勾选项目, 依据, 收费安排)', '(勾选项目, 安排考场依据, 考场)']"
高考学考,秋考,报名篇,问：考生准备报考三校生高考中的艺体类专业或专科自主招生考试的艺体类专业，如何报考艺术类或体育类考试？答：专科自主招生考试和三校生高考中的艺体类专业测试由各招生院校自行组织。无需在报名时勾选艺术类或体育类统考。,"['(三校生高考, 包含, 艺体类专业)', '(专科自主招生考试, 包含, 艺体类专业)', '(专科自主招生考试艺体类专业测试, 组织者, 招生高校)', '(三校生高考中的艺体类专业测试, 组织者, 招生高校)', '(报考艺体类专业, 无需在报名时勾选, 艺体类专业统考)']"
高考学考,秋考,报名篇,问：表（导）演类的操作重点是什么？答：勾选表（导）演类：还需勾选具体报考方向，三个方向之间可以兼报（既戏剧影视表演方向、戏剧影视导演方向、服装表演方向可以一起报考）。,"['(戏剧影视表演方向, 可兼报, 戏剧影视导演方向)', '(戏剧影视表演方向, 可兼报, 服装表演方向)', '(戏剧影视导演方向, 可兼报, 服装表演方向)']"
高考学考,秋考,报名篇,问：考生同时报考戏剧影视表演方向、戏剧影视导演方向。这两个方向都有文学作品朗诵、命题即兴表演考试科目。是否这两门考试都要再考一次？答：由于文学作品朗诵、命题即兴表演考试科目和考核内容相同，仅参加一次考试即可，考试费按考试科目收取。,"['(考生, 报考, 戏剧影视表演方向)', '(考生, 报考, 戏剧影视导演方向)', '(戏剧影视表演方向, 包含考试科目, 文学作品朗诵)', '(戏剧影视表演方向, 考试科目, 命题即兴表演)', '(戏剧影视导演方向, 包含考试科目, 文学作品朗诵)', '(戏剧影视导演方向, 包含考试科目, 命题即兴表演)', '(文学作品朗诵, 考核内容相同, 命题即兴表演)']"
高考学考,秋考,报名篇,问：舞蹈类的操作重点是什么？答：勾选舞蹈类还须选择舞蹈种类（包含中国舞、芭蕾舞、国际标准舞、现代舞、流行舞）,"['(舞蹈类, 必须选择, 舞蹈种类)', '(舞蹈种类, 包含, 国际标准舞)', '(舞蹈种类, 包含, 现代舞)', '(舞蹈种类, 包含, 流行舞)']"
高考学考,秋考,报名篇,问：音乐类的操作重点是什么？答：考生选择声乐类方向和器乐类方向，还必须选择声乐类型和器乐类型。考生选择音乐教育类方向，需在声乐和器乐科目中选择主项科目和副项科目。,"['(高考学考-秋考-报名篇, 包含考试类型, 音乐类)', '(音乐类, 包含, 声乐类方向)', '(音乐类, 包含方向, 器乐类方向)', '(音乐类, 包含, 音乐教育类方向)', '(声乐类方向, 必须选择, 声乐类型)', '(器乐类方向, 必须选择, 器乐类型)', '(音乐教育类方向, 需选择, 主副项科目)', '(音乐教育类方向, 需选择, 主副项科目)']"
高考学考,秋考,报名篇,问：考生报考音乐类，三个方向是否可以兼报？看2023年高考的时候，音乐类可以兼报器乐和声乐？答：不可以，2024年艺考改革音乐类考试仅能选择一个方向报考。,"['(2023年高考, 允许兼报, 器乐和声乐)', '(2023年高考, 允许兼报, 器乐和声乐)', '(2024年艺考改革, 限制报考方向, 音乐类考试)', '(2024年音乐类考试, 报考限制, 只能选择一个方向)']"
高考学考,秋考,报名篇,问：报名时是否要勾选“参加戏曲联考”选项？答：因2024年艺考改革，戏曲类是新增大类，暂未有统考。参加戏曲类联考的考生须在报名期间勾选戏曲类联考选项，此项勾选仅用于信息采集，实际联考报名详见戏曲类联考组考院校相关信息。,"['(2024年艺考改革, 新增, 戏曲类)', '(戏曲联考, 属于, 戏曲类)', '(戏曲类联考选项, 用于, 信息采集)', '(戏曲类联考组考院校, 组织, 戏曲联考)', '(戏曲联考, 未实施, 统考)']"
高考学考,秋考,报名篇,问：勾选参加戏曲的联考是否等同直接报名戏曲类联考的考试？答：此项勾选仅用于信息采集，实际联考报名详见戏曲类联考组考院校相关信息。,[]
高考学考,秋考,报名篇,问：报名时是否要勾选“参加艺术类校考”选项？答：参加艺术类院校校考的考生必须先取得相应艺术类专业统考合格，也须在报名期间勾选艺术类校考选项，此项勾选仅用于信息采集。,"['(考生, 勾选, 艺术类校考选项)', '(艺术类院校校考, 需要, 艺术类专业统考合格)', '(参加艺术类校考选项, 用于, 信息采集)', '(报名篇, 属于, 高考学考-秋考)', '(考生, 取得, 艺术类专业统考合格)', '(参加艺术类校考选项, 勾选时间, 报名期间)']"
